model,video_id,dim,question,score_entita,score_eventi,score_inferenza,score_comprensione,livello,proficiency_pass,vsv_item_accuracy,vsv_correct_items,vsv_pool_correct
qwen-30B,video018,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,50,30,20,25,insufficiente,0,0.0,0,0
qwen-30B,video018,causale,Perché la donna crede che l'uomo voglia stare solo?,80,70,50,60,sufficiente,1,0.5,2,0
qwen-30B,video019,spaziale,Dove appoggia il libro il padre?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video019,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video019,causale,Perché l'uomo dice alla bambina di guardare le figure?,50,70,40,45,parziale,0,0.75,3,0
qwen-30B,video020,spaziale,Da dove è caduto 'Caruso' secondo il professore?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video020,temporale,La classe fa casino prima o dopo il botto?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video020,causale,Perché accorre il collaboratore scolastico preoccupato?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video021,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,100,80,70,75,sufficiente,1,1.0,4,1
qwen-30B,video021,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video021,causale,Perché la donna si arrabbia con Italo?,50,40,30,35,parziale,0,0.5,2,0
qwen-30B,video022,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video022,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video022,causale,Perché Scott è triste mentre guarda i fogli in prigione?,50,40,20,30,insufficiente,0,0.5,2,0
qwen-30B,video023,spaziale,Da dove cade la bambina?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video023,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video023,causale,Perché la donna ringrazia Anastasia?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video024,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,80,70,60,65,sufficiente,1,1.0,4,1
qwen-30B,video024,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,0,50,0,20,insufficiente,0,0.25,1,0
qwen-30B,video024,causale,Perché la nonna porta la mascherina sugli occhi?,70,60,40,50,parziale,0,0.75,3,0
qwen-30B,video025,spaziale,Dove si trova lo scivolo?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video025,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video025,causale,Perché la mamma fa i complimenti alla bambina?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video026,spaziale,Dove deve rilasciare liberi i pesi l'uomo sull'attrezzo?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video026,temporale,Dopo quale ripetizione il pelato dà assistenza?,50,30,20,30,insufficiente,0,0.0,0,0
qwen-30B,video026,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video027,spaziale,Dove indica di dormire l'uomo?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video027,temporale,La ragazza ride prima o dopo aver aperto la porta?,50,50,30,40,parziale,0,0.25,1,0
qwen-30B,video027,causale,Perché la ragazza trova la situazione divertente?,80,70,60,65,sufficiente,1,0.25,1,0
qwen-30B,video028,spaziale,Dove vengono messe le banane?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video028,temporale,I due uomini con gli occhiali si accordano su cosa prendere prima o dopo aver salutato l'uomo con il grembiule giallo?,80,50,40,45,parziale,0,0.75,3,0
qwen-30B,video028,causale,Perché l'uomo con gli occhiali chiede le banane all'uomo con il grembiule giallo?,80,60,40,50,parziale,0,1.0,4,1
qwen-30B,video029,spaziale,Dove si trova il tabaccaio?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video029,temporale,Il tabaccaio si arrabbia prima o dopo che il signore con la maglia a righe dia indicazioni?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video029,causale,Perché il signore con la camicia bianca urla al tabaccaio?,50,40,30,35,parziale,0,0.75,3,0
qwen-30B,video030,spaziale,Dove vuole mettere i gonfiabili la donna fuori campo?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video030,temporale,La bambina con la maglia rosa ha cenato prima di mettere il piede in piscina o ha messo il piede in piscina prima di cenare?,50,50,20,30,insufficiente,0,0.75,3,0
qwen-30B,video030,causale,Perché la bambina con la maglietta bianca urla?,0,20,0,15,insufficiente,0,0.75,3,0
qwen-30B,video031,spaziale,Dove mette la donna fuori campo l'avocado per farlo assaggiare alla bambina?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video031,temporale,La bambina acconsente a mangiare il frutto prima o dopo che la donna dica 'dai prova amore'?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video031,causale,Perché la bambina urla?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video032,spaziale,Dove si trova l'oggetto che vuole la bambina con la maglietta rossa e bianca?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video032,temporale,La bambina con la maglietta rossa e bianca prende la forchetta in mano prima o dopo che la bambina con la maglia rosa dica 'no'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video032,causale,Perché la bambina con la maglietta rosa dice di 'no'?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video033,spaziale,Dove si tuffano i due uomini in costume?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video033,temporale,Chi si trova in vantaggio per primo tra 'Bobo' e 'Massi'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video033,causale,Perché la donna in sottofondo è preoccupata?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video034,spaziale,"Dove si trova la palla all'inizio, nelle mani di Anastasia o nelle mani di Vanessa?",50,50,40,45,parziale,0,1.0,4,1
qwen-30B,video034,temporale,Anastasia fa le flessioni prima o dopo che Vanessa venga rimproverata?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video034,causale,Perché la donna rimprovera Vanessa?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video035,spaziale,Dove si trova il cliente che non saluta?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video035,temporale,Il cliente che risponde al saluto si presenta prima o dopo il cliente che non saluta?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video035,causale,Perché il contatore in rosso apparso a video aumenta?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video036,spaziale,Dove si trova il finto cieco?,50,50,50,50,parziale,0,1.0,4,1
qwen-30B,video036,temporale,Il ragazzo si abbassa gli occhiali da sole prima o dopo aver detto che si fingerà cieco?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video036,causale,Perché il ragazzo che finge di essere cieco non attraversa la strada?,80,70,60,65,sufficiente,1,1.0,4,1
qwen-30B,video037,spaziale,Dove si trovano i rifiuti?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video037,temporale,Le trombette vengono suonate prima o dopo che la donna vestita di nero si pieghi?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video037,causale,Perché il ragazzo con il cappellino a punta suona la trombetta?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video038,spaziale,Dove si trovano le 'ragazze'?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video038,temporale,L'osso viene fatto annusare prima a 'Nandina' o a 'Giulietta'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video038,causale,Perché l'uomo con la tuta blu definisce la situazione inquietante?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video039,spaziale,Dove guarda l'uomo con la camicia azzurra quando fa un verso di sorpresa?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video039,temporale,L'uomo con la maglia grigia intima all'uomo in camicia che pagherà lui prima o dopo che si sono seduti?,0,50,0,20,insufficiente,0,0.25,1,0
qwen-30B,video039,causale,Perché l'uomo con la maglietta grigia vuole pagare il conto?,50,30,20,25,insufficiente,0,0.25,1,0
qwen-30B,video040,spaziale,"Dove sente bruciore Vanessa, secondo la voce fuori campo?",0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video040,temporale,Quando dice la voce fuori campo che disinfetterà il piedino di Vanessa?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video040,causale,Perché la voce fuori campo chiede ad Anastasia 'come va?'?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video041,spaziale,Dove sono andate le circa 60 persone secondo la tradizione?,80,90,85,85,sufficiente,1,1.0,4,1
qwen-30B,video041,temporale,Quando si è aperto il 'Capodanno pesarese' secondo la voce narrante?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video041,causale,Perché le persone portano il cappello di babbo natale al mare?,100,100,90,90,completa,1,1.0,4,1
qwen-30B,video042,spaziale,Dove hanno lavato le mani il bambino con la maglietta blu e la bambina con il vestito rosa?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video042,temporale,Sami si mette la crema solare prima o dopo essere andata a riva?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video042,causale,Perché la bambina con la maglietta gialla torna correndo sull'asciugamano?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video043,spaziale,Dove si allena la ragazza?,80,70,60,70,sufficiente,1,1.0,4,1
qwen-30B,video043,temporale,La ragazza con gli occhiali tira un calcio posteriore prima o dopo che l'uomo con la felpa rossa e blu le parli?,50,50,20,30,insufficiente,0,0.25,1,0
qwen-30B,video043,causale,Perché Sara Luconi porta gli occhiali?,50,30,10,25,insufficiente,0,1.0,4,1
qwen-30B,video044,spaziale,"In questa scena tratta da un film, da dove viene afferrata la ragazza?",80,90,70,75,sufficiente,1,1.0,4,1
qwen-30B,video044,temporale,"In questa scena tratta da un film, la donna colpisce il malvivente prima o dopo aver detto: 'Io i soldi me li fatico'?",0,50,0,20,insufficiente,0,1.0,4,1
qwen-30B,video044,causale,Perché in questo spezzone di film la donna alla fine scappa?,80,90,85,85,sufficiente,1,1.0,4,1
qwen-30B,video045,spaziale,Dove sono stati postati i video dei fatti raccontati al telegiornale?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video045,temporale,I fatti si sono svolti prima o dopo mezzogiorno?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video045,causale,Perché le forze dell'ordine reclamano i rinforzi per aiutarli a sedare la folla?,80,70,60,65,sufficiente,1,0.5,2,0
qwen-30B,video046,spaziale,Dove possiamo vedere che la prima risposta al comando vocale è giusta?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video046,temporale,Il ragazzo chiede prima 'Chi ti ha programmato?' o l'orario?,20,0,0,10,insufficiente,0,1.0,4,1
qwen-30B,video046,causale,Perché l'uomo dice che le 23:47 sono l'orario giusto?,50,40,30,35,parziale,0,1.0,4,1
qwen-30B,video047,spaziale,Dove si trovava il telefono prima che la donna rispondesse?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video047,temporale,La signora anziana grida 'Oddio! Cosa posso fare?' prima o dopo aver detto di essere sola?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video047,causale,Perché la donna anziana è preoccupata?,80,60,40,50,parziale,0,1.0,4,1
qwen-30B,video048,spaziale,Dove sbatte la mano la professoressa?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video048,temporale,Quale bambino inizia a ridere per primo?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video048,causale,Perché i professori iniziano a comportarsi come dei bambini maleducati?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video049,spaziale,Dove si trovano gli operai?,80,70,60,70,sufficiente,1,1.0,4,1
qwen-30B,video049,temporale,Quanto tempo ci vuole ai ragazzi nel video per ottenere la qualifica di operatore edile?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video049,causale,Perché gli studenti stanno lavorando come manovali?,0,50,0,20,insufficiente,0,1.0,4,1
qwen-30B,video050,spaziale,I bambini si trovano dentro un autobus o per strada?,50,50,50,50,parziale,0,1.0,4,1
qwen-30B,video050,temporale,L'app del 'Piedibus' è stata sviluppata alla nascita del progetto o dopo?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video050,causale,Perché il 'Piedibus' è ecologico?,80,60,40,50,parziale,0,1.0,4,1
qwen-30B,video051,spaziale,Dove si trova la freccia per tornare indietro?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video051,temporale,La bambina si muove prima o dopo che le voci fuori campo elogino il bambino?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video051,causale,Perché la donna fuori campo è contenta della bambina che si muove indietro?,50,40,20,30,insufficiente,0,1.0,4,1
qwen-30B,video052,spaziale,Dove si trovava l'oggetto che pesa un quintale prima che l'uomo lo prendesse in mano?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video052,temporale,L'uomo con la pelliccia tossisce prima o dopo aver preso la bambola in mano?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video052,causale,Perché l'uomo con il cappello dà la bambola all'uomo con il sigaro?,50,30,20,25,insufficiente,0,0.5,2,0
qwen-30B,video053,spaziale,Dove si mette la mano il facchino quando il receptionist gli dice: 'Hai visto che sventola?',0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video053,temporale,La donna con la pelliccia bianca si tappa le orecchie prima o dopo che il receptionist prema il campanello?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video053,causale,Perché il receptionist non dà la chiave all'uomo con la pelliccia?,80,60,40,50,parziale,0,0.75,3,0
qwen-30B,video054,spaziale,Dove stanno passando per andare al mare?,50,50,30,35,parziale,0,1.0,4,1
qwen-30B,video054,temporale,Hanno appena visto quindici Cinquecento grigie o è successo prima?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video054,causale,Perché la bambina con la maglia azzurra crede che non troveranno più la macchina?,50,30,10,25,insufficiente,0,0.75,3,0
qwen-30B,video055,spaziale,Dove si svolge la scena?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video055,temporale,Il padre è andato a farsi il bagno prima o dopo le bambine?,50,50,30,40,parziale,0,0.5,2,0
qwen-30B,video055,causale,Perché Vane corre subito indietro quando tocca l'acqua?,50,40,20,30,parziale,0,0.5,2,0
qwen-30B,video056,spaziale,Dove si trova il pecorino in crema?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video056,temporale,La bambina mangia prima o dopo che venga buttato via l'insetto?,0,50,20,30,parziale,0,0.25,1,0
qwen-30B,video056,causale,Perché la bambina butta via l'insetto?,50,0,0,10,insufficiente,0,0.25,1,0
qwen-30B,video057,spaziale,I 'malloreddus alla campidanese' sono nel piatto di Anastasia o in quello di un'altra bambina?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video057,temporale,Anastasia inizia a masticare dopo che la voce le chiede se è buona o stava già masticando?,50,20,10,20,insufficiente,0,0.5,2,0
qwen-30B,video057,causale,Perché la donna fuori campo dice che c'è un profumo buonissimo?,40,30,20,30,insufficiente,0,1.0,4,1
qwen-30B,video058,spaziale,Dove si trova la macchia che sembra un livido?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video058,temporale,Anastasia fa un balletto mentre è sul treno o dopo che è scesa?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video058,causale,Perché la donna crede che la bambina abbia preso un pugno?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video059,spaziale,Dove sono seduti?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video059,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video059,causale,Perché la bambina con la canottiera verde/azzurra sorride?,100,80,60,70,sufficiente,1,0.75,3,0
qwen-30B,video060,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,50,40,30,35,parziale,0,0.75,3,0
qwen-30B,video060,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,50,50,30,40,parziale,0,0.75,3,0
qwen-30B,video060,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",100,80,70,75,sufficiente,1,1.0,4,1
qwen-30B,video061,spaziale,Dove è caduto il telefono?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video061,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video061,causale,Perché la mamma rimprovera le bambine?,80,70,60,65,sufficiente,1,1.0,4,1
qwen-30B,video062,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video062,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video062,causale,Perché la donna scarta la prima gonna?,50,40,30,35,parziale,0,0.5,2,0
qwen-30B,video063,spaziale,Dove si trova Gigi?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video063,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video063,causale,Perché Gigi canta?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video064,spaziale,Da dove viene il cuscino?,50,30,20,30,parziale,0,1.0,4,1
qwen-30B,video064,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,50,30,20,30,parziale,0,1.0,4,1
qwen-30B,video064,causale,Perché la ragazza sdraiata sul divano si agita?,80,90,85,85,sufficiente,1,1.0,4,1
qwen-30B,video065,spaziale,Dove si svolge la premiazione?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video065,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,50,40,30,35,parziale,0,0.5,2,0
qwen-30B,video065,causale,Perché il ragazzo con la giacca grigia riceve un premio?,50,60,40,45,parziale,0,1.0,4,1
qwen-30B,video066,spaziale,Dove si trova il quadro di Antonio?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video066,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,50,30,20,30,insufficiente,0,1.0,4,1
qwen-30B,video066,causale,Perché Peppino chiede a Lietta di togliere il quadro?,80,60,40,50,parziale,0,1.0,4,1
qwen-30B,video067,spaziale,Dove mette le mani l'uomo col cappello?,100,100,100,100,completa,1,0.75,3,0
qwen-30B,video067,temporale,L'uomo con il cappello ride prima o dopo che l'uomo in grigio scansi le sue mani?,100,50,30,40,parziale,0,1.0,4,1
qwen-30B,video067,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,80,60,40,50,parziale,0,0.75,3,0
qwen-30B,video068,spaziale,Dove si trova la reception?,100,100,100,100,completa,1,0.75,3,0
qwen-30B,video068,temporale,Il ragazzo trova un volantino prima o dopo essere andato a parlare con la donna?,50,50,30,40,parziale,0,0.75,3,0
qwen-30B,video068,causale,Perché la ragazza tira fuori un foglio da mostrare al ragazzo?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video069,spaziale,Dove si trova il ragazzo quando fa l'esercizio?,80,70,60,70,sufficiente,1,0.75,3,0
qwen-30B,video069,temporale,L'allenatore rimprovera il ragazzo prima o dopo avergli detto che deve fare le flessioni?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video069,causale,Perché il ragazzo si trova in terra a fare flessioni?,80,70,60,65,sufficiente,1,0.75,3,0
qwen-30B,video070,spaziale,Dove si trova la donna quando inizia a scalciare?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video070,temporale,La donna viene presa in braccio prima o dopo essere arrivata alla carrozza?,50,70,60,55,parziale,0,1.0,4,1
qwen-30B,video070,causale,Perché la donna oppone resistenza all'uomo?,70,60,40,50,parziale,0,1.0,4,1
qwen-30B,video071,spaziale,Dove si trovano gli ostacoli che la bambina bendata deve superare?,80,60,50,55,parziale,0,1.0,4,1
qwen-30B,video071,temporale,La ragazzina con la benda sugli occhi scavalca lo step prima o dopo aver ruotato?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video071,causale,Perché la ragazza con la benda riesce a superare gli ostacoli?,80,70,50,60,sufficiente,1,0.75,3,0
qwen-30B,video072,spaziale,Dove vengono messe le cose lasciate in giro?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video072,temporale,Cosa succede prima: Albi viene rimproverato o il ragazzo con la maglia nera sistema il disordine?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video072,causale,Perché Albi viene rimproverato dal ragazzo con la maglia nera?,50,30,20,25,insufficiente,0,1.0,4,1
qwen-30B,video073,spaziale,Dov'è seduta la coppia?,100,100,100,100,completa,1,0.75,3,0
qwen-30B,video073,temporale,Chi si sveglia prima tra il ragazzo e la ragazza?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video073,causale,Perché il ragazzo abbraccia la ragazza?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video074,spaziale,Dove si trovano le bambine?,50,50,40,45,parziale,0,1.0,4,1
qwen-30B,video074,temporale,La bambina con lo spazzolino viola ride prima o dopo aver detto di sì?,50,0,0,10,insufficiente,0,0.75,3,0
qwen-30B,video074,causale,Perché la bambina con lo spazzolino arancione rallenta i movimenti quando spazzola i denti?,80,60,40,50,parziale,0,0.75,3,0
qwen-30B,video075,spaziale,Dove si trova il bambino che tira la palla di neve alla giornalista?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video075,temporale,La giornalista intervista il bambino prima o dopo che venga tirata la palla di neve?,50,50,20,30,parziale,0,0.5,2,0
qwen-30B,video075,causale,Perché i bambini non sono a scuola?,80,70,60,70,sufficiente,1,0.75,3,0
qwen-30B,video076,spaziale,Dove vengono messi gli UFO?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video076,temporale,Il babbo passa gli UFO ai bambini prima o dopo che l'acqua si colori?,80,60,50,55,parziale,0,0.75,3,0
qwen-30B,video076,causale,Perché le due ciotole d'acqua si colorano in maniera diversa?,50,40,30,35,parziale,0,0.5,2,0
qwen-30B,video077,spaziale,Dove si è addormentato Cristian?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video077,temporale,La donna chiama Cristian a mangiare prima o dopo averlo trovato addormentato?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video077,causale,Perché il bambino non risponde alla donna?,50,70,60,55,parziale,0,0.75,3,0
qwen-30B,video078,spaziale,Dove legge 'l'imperfetto del verbo mangiare' la bambina?,50,50,30,40,parziale,0,0.75,3,0
qwen-30B,video078,temporale,La donna si arrabbia prima o dopo aver abbassato il quaderno della bambina?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video078,causale,Perché la donna si arrabbia?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video079,spaziale,Dove si trovano i ragazzi?,100,100,100,100,completa,1,0.75,3,0
qwen-30B,video079,temporale,I due ragazzi parlano prima o dopo le 11:30 di mattina?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video079,causale,Perché la ragazza crede che l'amico si sia 'impressionato'?,50,40,30,35,parziale,0,0.75,3,0
qwen-30B,video080,spaziale,Dov'è il libro preferito di 'Ele'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video080,temporale,La ragazza con la felpa rosa dice a un'altra di sorridere prima o dopo aver finito di girare il video?,50,20,10,20,insufficiente,0,0.25,1,0
qwen-30B,video080,causale,Perché le ragazze mandano un video a 'Ele'?,50,40,20,30,parziale,0,0.5,2,0
qwen-30B,video081,spaziale,Dov'è il biscotto quando la ragazza con la felpa nera corregge l'esercizio?,0,50,0,20,insufficiente,0,0.75,3,0
qwen-30B,video081,temporale,La ragazza con la felpa nera prende il quaderno dell'altra prima o dopo aver confrontato con lei il risultato?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video081,causale,Perché la ragazza con la canottiera verde è sorpresa di sentire che il risultato è '-4'?,50,30,20,30,insufficiente,0,0.25,1,0
qwen-30B,video082,spaziale,Dove indica l'uomo senza un braccio quando chiede aiuto?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video082,temporale,Il signore con la maglietta nera chiede all'uomo con la camicia a quadri informazioni sul suo braccio prima o dopo avergli allacciato la scarpa?,80,60,40,50,parziale,0,0.25,1,0
qwen-30B,video082,causale,Perché l'uomo con la camicia a quadri si fa allacciare la scarpa dal signore sulla panchina?,100,80,70,75,sufficiente,1,1.0,4,1
qwen-30B,video083,spaziale,Dove porta la mamma il piatto?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video083,temporale,Vanessa piange prima o dopo che la mamma le dia la panna?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video083,causale,Perché Vanessa è sorpresa?,50,70,60,55,parziale,0,0.75,3,0
qwen-30B,video084,spaziale,Dove mette la bambina con la maglia grigia ciò che le dà la bambina con la maglia rosa?,50,30,20,30,insufficiente,0,1.0,4,1
qwen-30B,video084,temporale,La bambina con la maglia grigia urla prima o dopo che quella con la maglia rosa inizi a correre?,50,50,30,40,parziale,0,1.0,4,1
qwen-30B,video084,causale,Cosa ha causato il dolore della bambina con la maglia grigia?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video085,spaziale,Dove stanno giocando le bambine?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video085,temporale,La bambina con i braccioli cade in acqua prima o dopo che la donna l'aiuti?,50,30,20,30,insufficiente,0,0.5,2,0
qwen-30B,video085,causale,Perché la bambina con i braccioli non riesce a salire sul gonfiabile?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video086,spaziale,Dove è inciampata la bambina?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video086,temporale,La bambina con i braccioli cade prima o dopo che la sorella esca dalla piscina?,50,30,20,30,insufficiente,0,0.75,3,0
qwen-30B,video086,causale,Perché la bambina in piscina deve aiutare la sorella?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video087,spaziale,Dove mette il dito la bambina davanti allo specchio?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video087,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video087,causale,Perché la bambina sta soffrendo?,50,50,30,40,parziale,0,1.0,4,1
qwen-30B,video088,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,80,70,60,65,sufficiente,1,0.25,1,0
qwen-30B,video088,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,0,50,0,20,insufficiente,0,1.0,4,1
qwen-30B,video088,causale,Perché si sente un botto?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video089,spaziale,Dove si trova la spigola?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video089,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video089,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,0,0,0,0,insufficiente,0,1.0,4,1
