id,video_id,video_name,pool_id,pool_item,question_category,question,annotator,human_answer,caption,foil
video087_spaziale_04,video087,video087.mp4,video087_spaziale,4,spaziale,Dove mette il dito la bambina davanti allo specchio?,michela,in bocca,La bambina davanti allo specchio mette il dito in bocca.,La bambina dietro allo specchio mette il dito in bocca.
video087_temporale_01,video087,video087.mp4,video087_temporale,1,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,Memmo,dopo,La donna prova a togliere il dente alla bambina dopo aver detto che ne sono già caduti altri.,La donna prova a togliere il dente alla bambina prima di dire che ne sono già caduti altri.
video087_temporale_02,video087,video087.mp4,video087_temporale,2,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,barbara,dopo,La donna prova a togliere il dente alla bambina dopo aver detto che ne sono già caduti altri.,La donna prova a togliere il dente alla bambina prima di aver detto che ne sono già caduti altri.
video087_temporale_03,video087,video087.mp4,video087_temporale,3,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,eli,in seguito,La donna prova a togliere il dente alla bambina in seguito a quando ha detto che ne sono già caduti altri.,La donna prova a togliere il dente alla bambina prima di quando ha detto che ne sono già caduti altri.
video087_temporale_04,video087,video087.mp4,video087_temporale,4,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,michela,dopo,La donna prova a togliere il dente alla bambina dopo aver detto che ne sono già caduti altri.,La donna prova a togliere il dente alla bambina prima di dire che ne sono già caduti altri.
video088_causale_01,video088,video088.mp4,video088_causale,1,causale,Perché si sente un botto?,Memmo,Per l'effetto di come è stato piegato il foglio dopo il movimento,Il botto si sente a causa dell'effetto di come è stato piegato il foglio dopo il movimento.,Il botto si sente a causa dell'effetto dell'urto con il pavimento.
video088_causale_02,video088,video088.mp4,video088_causale,2,causale,Perché si sente un botto?,barbara,la bambina lo agita,Si sente un botto perché la bambina lo agita.,Si sente un botto perché il temporale è vicino.
video088_causale_03,video088,video088.mp4,video088_causale,3,causale,Perché si sente un botto?,eli,perché la bambina agita il foglio piegato e il movimento fa sì che si apra,Si sente un botto perché la bambina agita il foglio piegato e il movimento fa sì che si apra.,Si sente un botto perché la bambina lascia cadere il libro pesante sul pavimento.
video088_causale_04,video088,video088.mp4,video088_causale,4,causale,Perché si sente un botto?,michela,perché la bambina agita il foglio di carta piegato che si apre,Si sente un botto perché la bambina agita il foglio di carta piegato che si apre.,Si sente un botto perché un petardo esplode nelle vicinanze.
video088_spaziale_01,video088,video088.mp4,video088_spaziale,1,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,Memmo,Per un lembo dopo che è stato piegato a dovere,Il foglio va tenuto per un lembo dopo che è stato piegato a dovere per produrre il rumore.,Il foglio va tenuto sopra un tavolo dopo che è stato piegato a dovere per produrre il rumore.
video088_spaziale_02,video088,video088.mp4,video088_spaziale,2,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,barbara,sugli angoli,"Per fargli produrre il rumore, il foglio va tenuto sugli angoli.","Per fargli produrre il rumore, il foglio va tenuto al centro."
video088_spaziale_03,video088,video088.mp4,video088_spaziale,3,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,eli,tenuto per l'angolo del foglio che non è stato piegato,Il foglio va tenuto per l'angolo che non è stato piegato per produrre il rumore.,Il foglio va tenuto per l'angolo che è stato piegato per produrre il rumore.
video088_spaziale_04,video088,video088.mp4,video088_spaziale,4,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,michela,in mano dall'angolo non piegato,Il foglio va tenuto in mano dall'angolo non piegato per produrre il rumore.,Il foglio va tenuto in mano dall'angolo piegato per produrre il rumore.
video088_temporale_01,video088,video088.mp4,video088_temporale,1,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,Memmo,Dopo,Il foglio di carta fa rumore dopo essere stato piegato.,Il foglio di carta fa rumore prima di essere piegato.
video088_temporale_02,video088,video088.mp4,video088_temporale,2,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,barbara,dopo,Il foglio di carta fa rumore dopo essere stato piegato.,Il foglio di carta fa rumore prima di essere piegato.
video088_temporale_03,video088,video088.mp4,video088_temporale,3,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,eli,successivamente,Il foglio di carta fa rumore successivamente dopo essere stato piegato.,Il foglio di carta fa rumore prima di essere piegato.
video088_temporale_04,video088,video088.mp4,video088_temporale,4,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,michela,dopo,Il foglio di carta fa rumore dopo essere stato piegato.,Il foglio di carta fa rumore prima di essere piegato.
video089_causale_01,video089,video089.mp4,video089_causale,1,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,Memmo,Per aver tirato fuori una spigola in aula e non aver obbedito a di Maio,Il 'Collega Bonanno' viene espulso dall'aula per aver tirato fuori una spigola e per non aver obbedito a Di Maio.,Il 'Collega Bonanno' viene espulso dall'aula per essersi rifiutato di partecipare alla discussione.
video089_causale_02,video089,video089.mp4,video089_causale,2,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,barbara,perchè deve abbassare la voce e togliere la spigola,Il 'Collega Bonanno' viene espulso dall'aula perché deve abbassare la voce e togliere la spigola.,Il 'Collega Bonanno' viene espulso dall'aula perché si è seduto al posto sbagliato.
video089_causale_03,video089,video089.mp4,video089_causale,3,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,eli,"perché il pesce e le urla creano scompiglio, quindi gli viene chiesto di abbassare la voce e di togliere la spigola","Il 'Collega Bonanno' viene espulso dall'aula perché il pesce e le urla creano scompiglio, quindi gli viene chiesto di abbassare la voce e di togliere la spigola.","Il 'Collega Bonanno' viene espulso dall'aula perché interrompe continuamente il dibattito, quindi gli viene chiesto di restare in silenzio e di lasciare la sala."
video089_causale_04,video089,video089.mp4,video089_causale,4,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,michela,perché crea scompiglio sia con il pesce che con le urla,Il 'Collega Bonanno' viene espulso dall'aula perché crea scompiglio sia con il pesce che con le urla.,Il 'Collega Bonanno' viene espulso dall'aula perché arriva in ritardo.
video089_spaziale_01,video089,video089.mp4,video089_spaziale,1,spaziale,Dove si trova la spigola?,Memmo,la tira fuori bonanno dal basso alla sua destra,La spigola viene tirata fuori dal basso alla destra da Bonanno.,La spigola viene tirata fuori dall'alto alla sinistra da Bonanno.
video089_spaziale_02,video089,video089.mp4,video089_spaziale,2,spaziale,Dove si trova la spigola?,barbara,nella camera dei deputati,La spigola si trova nella camera dei deputati.,La spigola si trova in un ristorante di pesce.
video089_spaziale_03,video089,video089.mp4,video089_spaziale,3,spaziale,Dove si trova la spigola?,eli,"nella Camera dei Deputati, a terra dietro il deputato Buonanno","La spigola si trova nella Camera dei Deputati, a terra dietro il deputato Buonanno.","La spigola si trova nel cortile di un ristorante, a terra dietro il cuoco."
video089_spaziale_04,video089,video089.mp4,video089_spaziale,4,spaziale,Dove si trova la spigola?,michela,in terra ditro il deputato buonanno,La spigola si trova in terra dietro il deputato Buonanno.,La spigola si trova sul tavolo davanti al deputato Buonanno.
video089_temporale_01,video089,video089.mp4,video089_temporale,1,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,Memmo,dopo,Il 'Collega Bonanno' mostra una spigola dopo aver iniziato a urlare.,Il 'Collega Bonanno' mostra una spigola prima di iniziare a urlare.
video089_temporale_02,video089,video089.mp4,video089_temporale,2,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,barbara,dopo,Il 'Collega Bonanno' mostra una spigola dopo aver iniziato a urlare.,Il 'Collega Bonanno' mostra una spigola prima di iniziare a urlare.
video089_temporale_03,video089,video089.mp4,video089_temporale,3,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,eli,"dopo aver tirato fuori il pesce, quando comincia a urlare",Nel video Il 'Collega Bonanno' comincia a urlare dopo aver tirato fuori il pesce.,Il 'Collega Bonanno' comincia a urlare prima di tirare fuori il pesce.
video089_temporale_04,video089,video089.mp4,video089_temporale,4,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,michela,inizia ad urlare solo dopo aver tirato fuori il pesce,Il 'Collega Bonanno' inizia ad urlare solo dopo aver tirato fuori la spigola.,Il 'Collega Bonanno' inizia ad urlare appena tira fuori la spigola.
video090_causale_01,video090,video090.mp4,video090_causale,1,causale,Perché l'uomo in costume si è congelato?,Memmo,Perchè ha aspettato al freddo il perito industrale,L'uomo in costume si è congelato perché ha aspettato al freddo il perito industriale.,L'uomo in costume si è congelato perché è caduto nel lago ghiacciato.
video090_causale_02,video090,video090.mp4,video090_causale,2,causale,Perché l'uomo in costume si è congelato?,barbara,fa freddo ed ha dovuto attendere molto,L'uomo in costume si è congelato perché fa freddo ed ha dovuto attendere molto.,L'uomo in costume si è congelato perché si è tuffato in acqua gelida.
video090_causale_03,video090,video090.mp4,video090_causale,3,causale,Perché l'uomo in costume si è congelato?,eli,perché fa freddo e ha dovuto aspettare troppo a lungo l'amico che doveva passare a prenderlo,L'uomo in costume si è congelato perché fa freddo e ha dovuto aspettare troppo a lungo l'amico che doveva passare a prenderlo.,L'uomo in costume si è congelato perché è stato colto da una tempesta di neve improvvisa mentre camminava verso casa.
video090_causale_04,video090,video090.mp4,video090_causale,4,causale,Perché l'uomo in costume si è congelato?,michela,perché fa freddo e ha spettato troppo l'amico che lo passasse a prendere,L'uomo in costume si è congelato perché fa freddo e ha aspettato troppo l'amico che lo passasse a prendere.,L'uomo in costume si è congelato perché ha nuotato troppo a lungo in mare aperto.
video090_spaziale_01,video090,video090.mp4,video090_spaziale,1,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,Memmo,Guarda l'orologio da polso,"Al momento in cui i musicisti gli chiedono il giorno, l'uomo guarda l'orologio da polso.","Al momento in cui i musicisti gli chiedono il giorno, l'uomo guarda il calendario sulla scrivania."
video090_spaziale_02,video090,video090.mp4,video090_spaziale,2,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,barbara,l'orologio,"Quando i musicisti gli chiedono il giorno, l'uomo guarda l'orologio.","Quando i musicisti gli chiedono il giorno, l'uomo guarda il calendario."
video090_spaziale_03,video090,video090.mp4,video090_spaziale,3,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,eli,"al polso, nel punto in cui porta l'orologio","L'uomo guarda al polso, nel punto in cui porta l'orologio, quando i musicisti gli chiedono il giorno.","L'uomo guarda al polso, nel punto in cui porta l'orologio, quando i musicisti gli chiedono l'ora."
video090_spaziale_04,video090,video090.mp4,video090_spaziale,4,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,michela,sul suo polso,L'uomo guarda sul suo polso quando i musicisti gli chiedono il giorno.,L'uomo guarda su un calendario quando i musicisti gli chiedono il giorno.
video090_temporale_01,video090,video090.mp4,video090_temporale,1,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,Memmo,Molto dopo,Il perito industriale Gudo Colsi arriva molto dopo l'appuntamento stabilito.,Il perito industriale Gudo Colsi arriva molto prima dell'appuntamento stabilito.
video090_temporale_02,video090,video090.mp4,video090_temporale,2,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,barbara,dopo,Il perito industriale Gudo Colsi arriva dopo l'appuntamento stabilito.,Il perito industriale Gudo Colsi arriva prima dell'appuntamento stabilito.
video090_temporale_03,video090,video090.mp4,video090_temporale,3,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,eli,molto tempo più tardi,Il perito industriale Gudo Colsi arriva molto tempo più tardi rispetto all'appuntamento stabilito.,Il perito industriale Gudo Colsi arriva molto tempo prima rispetto all'appuntamento stabilito.
video090_temporale_04,video090,video090.mp4,video090_temporale,4,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,michela,molto dopo,Il perito industriale Gudo Colsi arriva molto dopo l'appuntamento stabilito.,Il perito industriale Gudo Colsi arriva molto prima dell'appuntamento stabilito.
video091_causale_01,video091,video091.mp4,video091_causale,1,causale,Cosa causa l'ira della donna?,Memmo,Il fatto che siano lenti e che poi dopo salghino in massa,L'ira della donna è causata dal fatto che siano lenti e poi salgano in massa.,L'ira della donna è causata dal fatto che siano veloci e poi se ne vadano tutti insieme.
video091_causale_02,video091,video091.mp4,video091_causale,2,causale,Cosa causa l'ira della donna?,barbara,salgono di corsa,L'ira della donna è causata dal fatto che salgono di corsa.,L'ira della donna è causata dal fatto che parlano a voce alta.
video091_causale_03,video091,video091.mp4,video091_causale,3,causale,Cosa causa l'ira della donna?,eli,perché i passeggeri sono in ritardo e devono salire di corsa sull'aereo,L'ira della donna è causata dal fatto che i passeggeri sono in ritardo e devono salire di corsa sull'aereo.,L'ira della donna è causata dal fatto che i passeggeri stanno facendo troppo rumore in aeroporto.
video091_causale_04,video091,video091.mp4,video091_causale,4,causale,Cosa causa l'ira della donna?,michela,i passeggeri dell'areo che fanno ritardo,L'ira della donna è causata dai passeggeri dell'aereo che fanno ritardo.,L'ira della donna è causata dal cattivo tempo che ha causato il ritardo dell'aereo.
video091_spaziale_01,video091,video091.mp4,video091_spaziale,1,spaziale,Dove salgono i passeggeri?,Memmo,Da una scaletta di legno,I passeggeri salgono da una scaletta di legno.,I passeggeri salgono da una scaletta di metallo.
video091_spaziale_02,video091,video091.mp4,video091_spaziale,2,spaziale,Dove salgono i passeggeri?,barbara,su una scala di legno,I passeggeri salgono su una scala di legno.,I passeggeri salgono su una scala di metallo.
video091_spaziale_03,video091,video091.mp4,video091_spaziale,3,spaziale,Dove salgono i passeggeri?,eli,sulla scaletta di legno che conduce all'aereo,I passeggeri salgono sulla scaletta di legno che conduce all'aereo.,I passeggeri salgono sulla scaletta di legno che conduce alla nave.
video091_spaziale_04,video091,video091.mp4,video091_spaziale,4,spaziale,Dove salgono i passeggeri?,michela,sulla scaletta per arrivare all'aereo,I passeggeri salgono sulla scaletta per arrivare all'aereo.,I passeggeri salgono sulla scaletta per arrivare al treno.
video091_temporale_01,video091,video091.mp4,video091_temporale,1,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,Memmo,Prima,La donna urla agli uomini prima che inizino a correre.,La donna urla agli uomini dopo che iniziano a correre.
video091_temporale_02,video091,video091.mp4,video091_temporale,2,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,barbara,prima,La donna urla agli uomini prima che inizino a correre.,La donna urla agli uomini dopo che hanno iniziato a correre.
video091_temporale_03,video091,video091.mp4,video091_temporale,3,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,eli,"in precedenza, quando la donna urla agli altri di sbrigarsi","La donna urla agli uomini in precedenza, dicendo loro di sbrigarsi, prima che inizino a correre.","La donna urla agli uomini in seguito, dicendo loro di sbrigarsi, dopo che iniziano a correre."
video091_temporale_04,video091,video091.mp4,video091_temporale,4,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,michela,la donna urla di sbrigarsi prima,La donna urla di sbrigarsi prima che gli uomini inizino a correre.,La donna urla di sbrigarsi dopo che gli uomini iniziano a correre.
video092_causale_01,video092,video092.mp4,video092_causale,1,causale,Perché l'hostess si arrabbia?,Memmo,Perchè il passeggero (pantaloni blu) deve tornare al suo posto,L'hostess si arrabbia perché il passeggero con i pantaloni blu deve tornare al suo posto.,L'hostess si arrabbia perché il passeggero con i pantaloni blu non ascolta le istruzioni di sicurezza.
video092_causale_02,video092,video092.mp4,video092_causale,2,causale,Perché l'hostess si arrabbia?,barbara,perchè l'uomo si era alzato,L'hostess si arrabbia perché l'uomo si era alzato.,L'hostess si arrabbia perché l'uomo non si era presentato.
video092_causale_03,video092,video092.mp4,video092_causale,3,causale,Perché l'hostess si arrabbia?,eli,perché l'uomo in camicia rossa a maniche corte si è alzato dal posto per andare a parlare con il capitano,L'hostess si arrabbia perché l'uomo in camicia rossa a maniche corte si è alzato dal posto per andare a parlare con il capitano.,L'hostess si arrabbia perché l'uomo in camicia rossa a maniche corte ha iniziato a urlare.
video092_causale_04,video092,video092.mp4,video092_causale,4,causale,Perché l'hostess si arrabbia?,michela,perché l'uomo con la camicia a maniche corte rossa si è alzato dal suo posto per andare a parlare con il capitano,L'hostess si arrabbia perché l'uomo con la camicia a maniche corte rossa si è alzato dal suo posto per andare a parlare con il capitano.,L'hostess si arrabbia perché l'uomo con la camicia a maniche corte rossa ha urlato ad alta voce nel corridoio.
video092_spaziale_01,video092,video092.mp4,video092_spaziale,1,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,Memmo,a vedere chi c'è nella cabina di pilotaggio,L'uomo con i pantaloncini blu va a vedere chi c'è nella cabina di pilotaggio.,L'uomo con i pantaloncini blu va a vedere chi c'è nella sala d'attesa.
video092_spaziale_02,video092,video092.mp4,video092_spaziale,2,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,barbara,a vedere chi pilota l'aereo,L'uomo con i pantaloncini blu va a vedere chi pilota l'aereo.,L'uomo con i pantaloncini blu va a vedere chi guida il trattore.
video092_spaziale_03,video092,video092.mp4,video092_spaziale,3,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,eli,"verso la parte anteriore dell'aereo, per vedere chi lo sta pilotando","Dopo che si è alzato, l'uomo con i pantaloncini blu va verso la parte anteriore dell'aereo per vedere chi lo sta pilotando.","Dopo che si è alzato, l'uomo con i pantaloncini blu va verso la parte posteriore dell'aereo per vedere chi lo sta pilotando."
video092_spaziale_04,video092,video092.mp4,video092_spaziale,4,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,michela,verso la testa dell'aereo,"Dopo che si è alzato, l'uomo con i pantaloncini blu va verso la testa dell'aereo.","Dopo che si è alzato, l'uomo con i pantaloncini blu va verso la coda dell'aereo."
video092_temporale_01,video092,video092.mp4,video092_temporale,1,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,Memmo,Prima,La donna con la scopa si arrabbia prima di cadere nel buco.,La donna con la scopa si arrabbia dopo essere caduta nel buco.
video092_temporale_02,video092,video092.mp4,video092_temporale,2,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,barbara,prima,La donna con la scopa si arrabbia prima di cadere nel buco.,La donna con la scopa si arrabbia dopo essere caduta nel buco.
video092_temporale_03,video092,video092.mp4,video092_temporale,3,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,eli,"prima, quando intima all'uomo con il cappello di tornare a sedersi mentre agita la scopa","La donna con la scopa si arrabbia prima di cadere nel buco, quando intima all'uomo con il cappello di tornare a sedersi mentre agita la scopa.","La donna con la scopa si arrabbia dopo essere caduta nel buco, quando intima all'uomo con il cappello di tornare a sedersi mentre agita la scopa."
video092_temporale_04,video092,video092.mp4,video092_temporale,4,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,michela,intima all'uomo con il cappello di tornare a sedersi agitando la scopa prima,La donna con la scopa intima all'uomo con il cappello di tornare a sedersi agitando la scopa prima di cadere nel buco.,La donna con la scopa intima all'uomo con il cappello di tornare a sedersi agitando la scopa dopo essere caduta nel buco.
video093_causale_01,video093,video093.mp4,video093_causale,1,causale,Perché la donna dice alla bambina di andare piano?,Memmo,Perchè altrimenti le tolgono la patente (in senso ironico),"La donna dice alla bambina di andare piano perché, in senso ironico, altrimenti le tolgono la patente.",La donna dice alla bambina di andare piano perché altrimenti rischia di inciampare.
video093_causale_02,video093,video093.mp4,video093_causale,2,causale,Perché la donna dice alla bambina di andare piano?,barbara,perchè guida la ferrari,La donna dice alla bambina di andare piano perchè guida la Ferrari.,La donna dice alla bambina di andare piano perchè si è fatto buio.
video093_causale_03,video093,video093.mp4,video093_causale,3,causale,Perché la donna dice alla bambina di andare piano?,eli,per scherzare sul fatto che la giostra venga trattata come se fosse una Ferrari che lei sta guidando,La donna dice alla bambina di andare piano per scherzare sul fatto che la giostra venga trattata come una Ferrari.,La donna dice alla bambina di andare piano perchè la giostra si muove velocemente.
video093_causale_04,video093,video093.mp4,video093_causale,4,causale,Perché la donna dice alla bambina di andare piano?,michela,per scerzare sul fatto che la giostra sia una ferrari,La donna dice alla bambina di andare piano per scherzare sul fatto che la giostra sia una Ferrari.,La donna dice alla bambina di andare piano perché la giostra è pericolosa.
video093_spaziale_01,video093,video093.mp4,video093_spaziale,1,spaziale,Dove indica la bambina con la maglietta gialla?,Memmo,Alla macchinetta delle merendine,La bambina con la maglietta gialla indica alla macchinetta delle merendine.,La bambina con la maglietta gialla indica verso la finestra.
video093_spaziale_02,video093,video093.mp4,video093_spaziale,2,spaziale,Dove indica la bambina con la maglietta gialla?,barbara,distributore automatico,La bambina con la maglietta gialla indica il distributore automatico.,La bambina con la maglietta gialla indica la lavagna.
video093_spaziale_03,video093,video093.mp4,video093_spaziale,3,spaziale,Dove indica la bambina con la maglietta gialla?,eli,presso il distributore automatico di merendine,La bambina con la maglietta gialla indica presso il distributore automatico di merendine.,La bambina con la maglietta gialla indica presso la fontana nel parco.
video093_spaziale_04,video093,video093.mp4,video093_spaziale,4,spaziale,Dove indica la bambina con la maglietta gialla?,michela,al ditrubutore di merendine,La bambina con la maglietta gialla indica al distributore di merendine.,La bambina con la maglietta gialla indica alla libreria.
video093_temporale_01,video093,video093.mp4,video093_temporale,1,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,Memmo,Dopo,La bambina con la maglia gialla chiede alla mamma di comprare le patatine dopo che la bambina con la coroncina sale sulla Ferrari.,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima che la bambina con la coroncina salga sulla Ferrari.
video093_temporale_02,video093,video093.mp4,video093_temporale,2,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,barbara,dopo,La bambina con la maglia gialla chiede alla mamma di comprare le patatine dopo che la bambina con la coroncina sale sulla Ferrari.,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima che la bambina con la coroncina salga sulla Ferrari.
video093_temporale_03,video093,video093.mp4,video093_temporale,3,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,eli,"in seguito: quando viene chiesto delle patatine al mais, la bambina con la coroncina è già sulla giostra chiamata Ferrari",La richiesta delle patatine al mais avviene dopo che la bambina con la coroncina è già sulla giostra chiamata Ferrari.,La richiesta delle patatine al mais avviene prima che la bambina con la coroncina sia sulla giostra chiamata Ferrari.
video093_temporale_04,video093,video093.mp4,video093_temporale,4,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,michela,la bambina con la coroncina è già sulla ferrari quando l'altra bambina chiede le patatine al mais,La bambina con la maglia gialla chiede le patatine al mais dopo che la bambina con la coroncina è salita sulla Ferrari.,La bambina con la maglia gialla chiede le patatine al mais mentre la bambina con la coroncina sta salendo sulla Ferrari.
video094_causale_01,video094,video094.mp4,video094_causale,1,causale,Perché la folla ride?,Memmo,Perchè la donna chiede al cavaliere di essere la sua dama in un momento non del tutto ameno,La folla ride perché la donna chiede al cavaliere di essere la sua dama in un momento non del tutto ameno.,La folla ride perché la donna racconta una barzelletta al cavaliere.
video094_causale_02,video094,video094.mp4,video094_causale,2,causale,Perché la folla ride?,barbara,per le domande della donna,La folla ride per le domande della donna.,La folla ride per i vestiti della donna.
video094_causale_03,video094,video094.mp4,video094_causale,3,causale,Perché la folla ride?,eli,"perché la donna rivolge una domanda indiscreta a un uomo appena conosciuto, mettendolo in difficoltà","La folla ride perché la donna rivolge una domanda indiscreta a un uomo appena conosciuto, mettendolo in difficoltà.",La folla ride perché la donna racconta una barzelletta esilarante.
video094_causale_04,video094,video094.mp4,video094_causale,4,causale,Perché la folla ride?,michela,perché la donna ha posto una domanda indeiscreta ad un uomo appena coscciuto,La folla ride perché la donna ha posto una domanda indiscreta a un uomo appena conosciuto.,La folla ride perché l'uomo ha raccontato una barzelletta esilarante.
video094_spaziale_01,video094,video094.mp4,video094_spaziale,1,spaziale,Dove inciampa la donna col vestito verde?,Memmo,Sulle scale,La donna col vestito verde inciampa sulle scale.,La donna col vestito verde inciampa sul marciapiede.
video094_spaziale_02,video094,video094.mp4,video094_spaziale,2,spaziale,Dove inciampa la donna col vestito verde?,barbara,sulle scale,La donna col vestito verde inciampa sulle scale.,La donna col vestito verde inciampa sul marciapiede.
video094_spaziale_03,video094,video094.mp4,video094_spaziale,3,spaziale,Dove inciampa la donna col vestito verde?,eli,sui gradini che conducono all'ingresso,La donna col vestito verde inciampa sui gradini che conducono all'ingresso.,La donna col vestito verde inciampa sui gradini che conducono al giardino.
video094_spaziale_04,video094,video094.mp4,video094_spaziale,4,spaziale,Dove inciampa la donna col vestito verde?,michela,sugli scalini dell'ingresso,La donna col vestito verde inciampa sugli scalini dell'ingresso.,La donna col vestito verde inciampa nel corridoio dell'ingresso.
video094_temporale_01,video094,video094.mp4,video094_temporale,1,temporale,La folla ride prima o dopo che la donna urti l'uomo?,Memmo,Dopo,La folla ride dopo che la donna urta l'uomo.,La folla ride prima che la donna urti l'uomo.
video094_temporale_02,video094,video094.mp4,video094_temporale,2,temporale,La folla ride prima o dopo che la donna urti l'uomo?,barbara,dopo,La folla ride dopo che la donna urta l'uomo.,La folla ride prima che la donna urti l'uomo.
video094_temporale_03,video094,video094.mp4,video094_temporale,3,temporale,La folla ride prima o dopo che la donna urti l'uomo?,eli,in un momento successivo,La folla ride in un momento successivo all'urto della donna con l'uomo.,La folla ride in un momento precedente all'urto della donna con l'uomo.
video094_temporale_04,video094,video094.mp4,video094_temporale,4,temporale,La folla ride prima o dopo che la donna urti l'uomo?,michela,dopo,La folla ride dopo che la donna urta l'uomo.,La folla ride prima che la donna urti l'uomo.
video095_causale_01,video095,video095.mp4,video095_causale,1,causale,Perché il professore esce dalla classe?,Memmo,Perchè il preside vuole parlare con lui,Il professore esce dalla classe perché il preside vuole parlare con lui.,Il professore esce dalla classe perché ha finito la lezione.
video095_causale_02,video095,video095.mp4,video095_causale,2,causale,Perché il professore esce dalla classe?,barbara,chiamato dal bidello per andare in presidenza,Il professore esce dalla classe perché è stato chiamato dal bidello per andare in presidenza.,Il professore esce dalla classe perché è finita l'ora di lezione.
video095_causale_03,video095,video095.mp4,video095_causale,3,causale,Perché il professore esce dalla classe?,eli,"perché il bidello lo convoca per andare nell'ufficio del preside, cioè in presidenza",Il professore esce dalla classe perché il bidello lo convoca per andare nell'ufficio del preside.,Il professore esce dalla classe perché la lezione è terminata.
video095_causale_04,video095,video095.mp4,video095_causale,4,causale,Perché il professore esce dalla classe?,michela,perché è stato chiamato nell'ufficio del preside,Il professore esce dalla classe perché è stato chiamato nell'ufficio del preside.,Il professore esce dalla classe perché ha finito la lezione.
video095_spaziale_01,video095,video095.mp4,video095_spaziale,1,spaziale,Dov'era il professore prima di andare dal preside?,Memmo,in aula a fare lezione,"Prima di andare dal preside, il professore era in aula a fare lezione.","Prima di andare dal preside, il professore era in giardino a fare lezione."
video095_spaziale_02,video095,video095.mp4,video095_spaziale,2,spaziale,Dov'era il professore prima di andare dal preside?,barbara,in aula,"Prima di andare dal preside, il professore era in aula.","Prima di andare dal preside, il professore era in mensa."
video095_spaziale_03,video095,video095.mp4,video095_spaziale,3,spaziale,Dov'era il professore prima di andare dal preside?,eli,in fondo alla propria aula scolastica,Il professore era in fondo alla propria aula scolastica prima di andare dal preside.,Il professore era all'ingresso della propria aula scolastica prima di andare dal preside.
