id_video,id_traccia,nome_classe,prima_comparsa,ultima_comparsa,durata_traccia,numero_osservazioni,confidenza_media
video065,200,dining table,28.75,28.75,0.0,1,0.4136
video065,205,backpack,30.25,33.5,3.25,13,0.3033
video065,210,tie,32.75,33.5,0.75,2,0.3583
video066,1,chair,0.0,3.75,3.75,16,0.3711
video066,2,person,0.0,34.75,34.75,130,0.8355
video066,3,dining table,0.0,2.25,2.25,9,0.3795
video066,4,chair,0.0,3.75,3.75,16,0.3977
video066,5,chair,0.0,3.75,3.75,12,0.4004
video066,6,person,0.0,34.75,34.75,140,0.8964
video066,7,chair,0.0,1.0,1.0,2,0.3159
video066,8,tie,0.0,0.0,0.0,1,0.2956
video066,9,tie,0.0,0.0,0.0,1,0.2525
video066,15,tie,1.0,1.0,0.0,1,0.41
video066,16,chair,1.25,3.75,2.5,10,0.4807
video066,20,tie,1.5,1.5,0.0,1,0.6711
video066,30,tie,3.0,3.25,0.25,2,0.5026
video066,34,chair,3.75,3.75,0.0,1,0.3867
video066,54,chair,7.25,7.75,0.5,3,0.7523
video066,59,tie,7.75,8.25,0.5,3,0.7094
video066,67,tie,10.0,11.5,1.5,7,0.6349
video066,70,tie,10.25,10.25,0.0,1,0.5134
video066,72,tie,10.75,12.5,1.75,7,0.4733
video066,76,tie,12.0,15.0,3.0,13,0.7402
video066,82,tie,15.75,16.0,0.25,2,0.3895
video066,83,tie,15.75,21.0,5.25,4,0.4907
video066,84,tie,15.75,16.25,0.5,3,0.663
video066,85,tie,16.0,27.0,11.0,29,0.7386
video066,87,potted plant,16.75,18.5,1.75,8,0.4076
video066,88,potted plant,16.75,18.5,1.75,8,0.3625
video066,89,tie,19.0,20.0,1.0,5,0.7646
video066,92,tie,21.25,21.5,0.25,2,0.5054
video066,104,tie,27.75,34.75,7.0,29,0.8002
video066,107,person,30.5,30.5,0.0,1,0.3494
video067,1,person,0.0,29.75,29.75,120,0.8779
video067,2,person,0.0,29.75,29.75,120,0.9006
video067,3,tie,0.0,3.5,3.5,9,0.8112
video067,4,tie,0.0,2.5,2.5,3,0.5604
video067,5,tie,0.0,2.5,2.5,8,0.5624
video067,6,chair,0.0,0.75,0.75,2,0.4349
video067,10,tie,1.0,14.75,13.75,34,0.8558
video067,14,tie,1.75,9.0,7.25,6,0.8377
video067,15,tie,1.75,7.75,6.0,25,0.5517
video067,22,tie,4.5,6.5,2.0,3,0.4732
video067,33,tie,7.25,7.25,0.0,1,0.4907
video067,41,tie,8.75,9.5,0.75,4,0.4914
video067,46,tie,9.75,15.0,5.25,3,0.4328
video067,47,tie,10.0,11.0,1.0,4,0.4409
video067,57,tie,12.75,19.0,6.25,7,0.8783
video067,64,tie,13.5,17.75,4.25,12,0.8732
video067,78,tie,16.0,19.25,3.25,3,0.4085
video067,84,tie,17.5,19.25,1.75,8,0.6179
video067,85,chair,17.75,17.75,0.0,1,0.3198
video067,90,tie,18.5,23.0,4.5,17,0.8723
video067,101,tie,21.0,29.75,8.75,25,0.3981
video067,106,tie,23.5,29.5,6.0,25,0.8437
video067,109,tie,24.75,29.5,4.75,15,0.3726
video067,117,tie,28.0,29.5,1.5,4,0.3181
video068,1,person,0.0,8.75,8.75,36,0.8918
video068,15,dining table,3.25,8.0,4.75,12,0.4872
video068,38,person,4.5,30.0,25.5,91,0.864
video068,39,laptop,4.75,5.25,0.5,3,0.7045
video068,63,book,8.25,8.5,0.25,2,0.6629
video068,68,laptop,8.75,13.5,4.75,15,0.8707
video068,83,chair,9.75,11.25,1.5,7,0.6253
video068,88,keyboard,10.25,10.75,0.5,3,0.3818
video068,100,person,11.5,30.0,18.5,75,0.9191
video068,121,dining table,12.75,27.25,14.5,44,0.3521
video068,133,potted plant,13.25,27.25,14.0,57,0.793
video068,135,potted plant,13.25,17.0,3.75,15,0.5063
video068,137,vase,13.5,14.5,1.0,5,0.7446
video068,138,vase,13.5,14.25,0.75,4,0.6671
video068,153,vase,15.0,16.25,1.25,6,0.59
video068,168,cup,15.75,17.5,1.75,2,0.578
video068,173,vase,16.25,17.75,1.5,7,0.789
video068,202,vase,18.75,19.5,0.75,4,0.5066
video068,203,vase,18.75,19.75,1.0,5,0.7204
video068,204,potted plant,18.75,27.25,8.5,32,0.531
video068,208,book,19.0,19.0,0.0,1,0.496
video068,221,vase,20.75,27.25,6.5,26,0.5777
video068,226,book,21.25,26.25,5.0,13,0.2834
video068,228,vase,21.5,27.25,5.75,24,0.6715
video068,231,book,22.25,27.25,5.0,19,0.3587
video068,237,book,26.5,26.5,0.0,1,0.4157
video068,239,potted plant,27.75,30.0,2.25,10,0.7043
video068,241,potted plant,28.0,29.0,1.0,2,0.3712
video068,244,dining table,28.5,29.75,1.25,6,0.3312
video069,1,person,1.0,17.75,16.75,68,0.8895
video069,2,person,1.0,24.5,23.5,95,0.9155
video069,12,potted plant,4.0,5.25,1.25,6,0.4848
video069,16,bench,4.5,5.5,1.0,4,0.3837
video069,19,vase,6.0,6.25,0.25,2,0.5165
video069,39,person,17.75,18.75,1.0,5,0.7089
video069,42,bed,18.75,19.75,1.0,5,0.5181
video069,43,bench,19.0,24.5,5.5,3,0.4066
video069,48,person,19.5,20.25,0.75,4,0.7819
video069,51,person,20.75,30.0,9.25,29,0.8727
video069,53,person,21.0,21.25,0.25,2,0.4961
video069,61,person,23.5,30.0,6.5,27,0.9311
video069,62,bench,23.5,24.5,1.0,4,0.542
video069,80,bench,29.5,30.0,0.5,3,0.7885
video069,83,potted plant,30.0,30.0,0.0,1,0.66
video070,1,person,0.0,17.75,17.75,40,0.7946
video070,2,bench,0.0,8.0,8.0,21,0.3489
video070,5,person,5.75,9.0,3.25,13,0.7475
video070,23,horse,10.5,22.0,11.5,34,0.6986
video070,25,person,10.5,17.5,7.0,25,0.637
video070,28,horse,11.75,18.25,6.5,6,0.5028
video070,29,truck,11.75,21.5,9.75,29,0.5742
video070,33,horse,13.0,15.0,2.0,9,0.3815
video070,47,person,17.0,31.75,14.75,35,0.7553
video070,51,person,17.5,17.75,0.25,2,0.8656
video070,55,person,18.5,30.0,11.5,31,0.453
video070,56,chair,18.5,29.5,11.0,40,0.464
video070,61,person,19.75,19.75,0.0,1,0.4589
video070,70,chair,22.5,26.5,4.0,4,0.3384
video070,71,chair,22.5,22.75,0.25,2,0.336
video070,78,person,26.25,31.75,5.5,14,0.7085
video070,81,horse,26.5,29.5,3.0,6,0.4013
video070,84,bicycle,27.0,29.0,2.0,8,0.4476
video070,90,bus,29.75,29.75,0.0,1,0.3195
video071,1,person,0.0,13.25,13.25,50,0.8862
video071,2,person,0.0,14.5,14.5,59,0.8956
video071,3,person,0.0,5.25,5.25,20,0.6922
video071,4,chair,0.0,2.75,2.75,9,0.526
video071,5,chair,0.0,0.5,0.5,3,0.4365
video071,22,person,2.25,3.5,1.25,5,0.3694
video071,27,chair,3.5,4.25,0.75,3,0.7219
video071,34,chair,4.25,5.0,0.75,4,0.6554
video071,39,chair,4.75,15.5,10.75,40,0.7437
video071,54,couch,6.25,13.75,7.5,15,0.4365
video071,58,bench,6.5,6.75,0.25,2,0.4221
video071,70,suitcase,7.25,29.75,22.5,62,0.8537
video071,76,chair,7.5,14.0,6.5,24,0.5595
video071,81,chair,7.75,9.0,1.25,5,0.4982
video071,82,suitcase,7.75,11.0,3.25,8,0.4208
video071,83,bench,7.75,8.75,1.0,4,0.3425
video071,85,bench,7.75,9.25,1.5,6,0.349
video071,86,chair,8.0,14.0,6.0,5,0.491
video071,87,chair,8.0,13.75,5.75,8,0.5299
video071,97,chair,9.75,10.75,1.0,5,0.4546
video071,98,chair,10.0,11.5,1.5,6,0.5731
video071,102,person,10.75,16.5,5.75,4,0.5248
video071,106,chair,11.0,14.0,3.0,10,0.5338
video071,114,bench,12.25,13.25,1.0,4,0.3339
video071,115,bench,12.25,12.25,0.0,1,0.3569
video071,117,chair,12.5,14.25,1.75,7,0.3923
video071,139,person,15.0,29.75,14.75,60,0.9014
video071,140,person,15.0,15.0,0.0,1,0.6342
video071,166,chair,16.5,17.5,1.0,4,0.5907
video071,167,chair,16.5,29.75,13.25,20,0.7248
video071,168,chair,16.5,17.0,0.5,3,0.4812
video071,181,chair,17.75,21.25,3.5,2,0.5079
video071,185,chair,18.5,22.0,3.5,4,0.4723
video071,194,chair,20.0,20.5,0.5,3,0.3906
video071,196,chair,20.5,20.5,0.0,1,0.6582
video071,201,person,21.75,22.75,1.0,5,0.5846
video071,212,chair,25.0,28.75,3.75,2,0.515
video071,216,chair,25.5,27.25,1.75,8,0.6334
video071,219,chair,25.75,28.25,2.5,10,0.6
video071,222,chair,26.25,28.0,1.75,8,0.5781
video071,231,chair,27.5,27.5,0.0,1,0.6435
video071,248,bench,29.5,29.75,0.25,2,0.4393
video071,249,chair,29.5,29.75,0.25,2,0.3716
video072,1,person,0.75,16.0,15.25,39,0.7891
video072,8,person,8.75,29.25,20.5,80,0.8819
video072,11,bed,9.25,11.5,2.25,10,0.4281
video072,25,bed,12.25,13.75,1.5,5,0.3219
video072,26,bottle,12.5,12.75,0.25,2,0.4318
video072,34,bed,15.5,16.25,0.75,4,0.3376
video072,48,person,27.5,29.75,2.25,10,0.8149
video072,50,mouse,28.25,29.75,1.5,7,0.6704
video072,51,laptop,28.75,29.75,1.0,5,0.6276
video073,1,person,0.0,35.0,35.0,141,0.7597
video073,2,person,0.0,6.75,6.75,25,0.8205
video073,3,person,0.0,35.0,35.0,68,0.3816
video073,4,person,0.0,5.25,5.25,20,0.7421
video073,5,person,0.0,35.0,35.0,117,0.8533
video073,11,bed,3.25,4.75,1.5,3,0.3836
video073,12,bed,3.25,6.5,3.25,4,0.4632
video073,20,dog,6.5,35.0,28.5,115,0.8078
video073,25,bed,8.5,23.0,14.5,33,0.3964
video073,29,remote,11.75,13.25,1.5,7,0.3121
video073,49,bed,21.25,30.25,9.0,21,0.3008
video074,1,person,0.0,24.75,24.75,100,0.8744
video074,2,toothbrush,0.0,0.0,0.0,1,0.5489
video074,33,toothbrush,14.5,23.5,9.0,22,0.7207
video074,34,toothbrush,14.5,17.5,3.0,2,0.5698
video074,50,toothbrush,16.5,16.75,0.25,2,0.7378
video074,57,toothbrush,17.5,19.75,2.25,4,0.5675
video074,58,toothbrush,18.25,18.75,0.5,3,0.374
video074,61,toothbrush,19.25,19.25,0.0,1,0.3835
video074,68,toothbrush,20.75,21.25,0.5,3,0.3441
video074,71,toothbrush,21.25,22.0,0.75,4,0.6326
video074,78,person,24.0,24.75,0.75,4,0.8213
video074,79,toothbrush,24.0,24.5,0.5,3,0.7392
video075,1,person,0.0,2.25,2.25,10,0.8404
video075,2,person,0.0,7.25,7.25,30,0.9134
video075,3,person,0.0,26.75,26.75,61,0.8553
video075,4,person,0.0,0.25,0.25,2,0.7936
video075,5,umbrella,0.0,7.25,7.25,28,0.7152
video075,6,person,0.0,6.25,6.25,8,0.5392
video075,7,person,0.0,0.0,0.0,1,0.4041
video075,8,person,0.0,1.25,1.25,2,0.4132
video075,9,cell phone,0.0,5.5,5.5,15,0.6466
video075,10,person,0.0,0.0,0.0,1,0.2858
video075,14,person,0.5,2.5,2.0,6,0.5397
video075,27,person,1.25,29.75,28.5,58,0.8414
video075,39,person,1.75,16.5,14.75,41,0.8168
video075,107,person,4.5,7.0,2.5,11,0.649
video075,117,person,4.75,5.5,0.75,4,0.5327
video075,118,person,4.75,6.75,2.0,4,0.4849
video075,148,cell phone,6.0,6.25,0.25,2,0.7181
video075,172,cell phone,7.25,7.25,0.0,1,0.854
video075,200,person,11.0,11.75,0.75,3,0.4783
video075,205,person,12.25,19.0,6.75,28,0.908
video075,206,person,12.25,29.75,17.5,40,0.8476
video075,207,person,12.25,17.5,5.25,5,0.8155
video075,208,umbrella,12.25,29.75,17.5,37,0.7753
video075,221,person,13.0,13.75,0.75,4,0.7765
video075,222,person,13.0,13.25,0.25,2,0.4471
video075,227,person,13.5,17.5,4.0,4,0.6787
video075,241,person,14.75,19.0,4.25,16,0.5697
video075,242,person,15.0,27.25,12.25,21,0.7597
video075,251,person,16.0,18.25,2.25,9,0.5272
video075,253,potted plant,16.25,16.5,0.25,2,0.3229
video075,254,person,16.25,19.0,2.75,7,0.4491
video075,267,person,18.75,19.0,0.25,2,0.388
video075,273,car,19.5,19.5,0.0,1,0.8391
video075,274,person,19.5,19.75,0.25,2,0.7365
video075,281,suitcase,19.5,19.5,0.0,1,0.5844
video075,299,person,20.25,20.75,0.5,3,0.5996
video075,311,person,20.5,23.5,3.0,13,0.6357
video075,314,person,20.5,20.75,0.25,2,0.4949
video075,319,person,20.75,29.75,9.0,16,0.7663
video075,338,person,21.25,23.5,2.25,10,0.5823
video075,347,person,21.25,25.5,4.25,2,0.39
video075,349,umbrella,21.5,22.5,1.0,5,0.5169
video075,359,person,21.75,22.25,0.5,3,0.5392
video075,361,person,21.75,23.5,1.75,8,0.5534
video075,368,person,22.25,22.75,0.5,2,0.4563
video075,381,person,23.0,23.5,0.5,3,0.6788
video075,382,person,23.0,23.5,0.5,3,0.4093
video075,392,umbrella,23.5,23.5,0.0,1,0.5641
video075,399,umbrella,24.0,27.75,3.75,16,0.7575
video075,400,person,24.0,25.0,1.0,5,0.62
video075,401,person,24.0,29.25,5.25,14,0.8443
video075,406,person,24.25,26.25,2.0,9,0.6574
video075,407,person,24.25,24.75,0.5,3,0.5566
video075,415,handbag,24.5,24.5,0.0,1,0.6081
video075,429,person,25.5,26.75,1.25,2,0.4964
video075,430,person,25.5,27.75,2.25,9,0.8106
video075,431,person,25.5,26.5,1.0,5,0.5359
video075,438,person,26.0,26.5,0.5,3,0.6153
video075,451,person,26.5,26.5,0.0,1,0.4522
video075,453,person,26.5,26.5,0.0,1,0.4636
video075,457,person,27.0,27.75,0.75,3,0.5551
video075,468,person,27.25,27.25,0.0,1,0.5718
video075,473,person,27.5,27.75,0.25,2,0.8685
video075,480,person,27.75,27.75,0.0,1,0.8284
video075,482,person,27.75,27.75,0.0,1,0.4194
video075,494,umbrella,28.25,29.25,1.0,5,0.6461
video075,497,person,28.5,29.0,0.5,3,0.8048
video075,498,person,28.5,29.5,1.0,5,0.7637
video075,499,person,28.5,29.5,1.0,5,0.6717
video075,513,person,29.75,29.75,0.0,1,0.4314
video076,4,bowl,2.25,11.0,8.75,34,0.8174
video076,5,person,2.75,2.75,0.0,1,0.8162
video076,15,person,3.25,10.5,7.25,26,0.6903
video076,28,book,6.25,6.25,0.0,1,0.4175
video076,30,person,7.75,8.5,0.75,4,0.6155
video076,37,bowl,8.25,8.5,0.25,2,0.8671
video076,40,person,8.5,34.75,26.25,99,0.8969
video076,43,chair,9.25,9.5,0.25,2,0.5521
video076,46,person,11.0,26.0,15.0,29,0.6864
video076,50,person,11.25,14.0,2.75,11,0.7389
video076,51,dining table,11.5,34.75,23.25,51,0.5114
video076,55,bowl,12.25,34.75,22.5,46,0.4121
video076,57,dining table,13.0,34.75,21.75,59,0.626
video076,61,person,14.0,34.75,20.75,79,0.693
video076,74,person,17.25,27.75,10.5,35,0.5951
video076,78,person,17.75,18.25,0.5,3,0.628
video076,80,bowl,18.5,34.75,16.25,21,0.3742
video076,83,bench,19.25,33.0,13.75,32,0.3057
video076,97,dining table,23.75,24.25,0.5,3,0.2936
video076,108,person,28.5,34.5,6.0,9,0.59
video076,110,person,29.25,32.25,3.0,12,0.5222
video076,114,chair,30.75,30.75,0.0,1,0.4231
video077,7,person,3.5,6.0,2.5,4,0.5186
video077,10,chair,4.25,5.0,0.75,4,0.4787
video077,13,potted plant,5.0,5.0,0.0,1,0.4225
video077,17,person,7.0,7.0,0.0,1,0.3614
video077,18,dog,7.0,11.0,4.0,14,0.6277
video077,26,dog,9.5,9.5,0.0,1,0.527
video077,27,person,9.5,9.5,0.0,1,0.6676
video077,28,person,10.25,30.75,20.5,78,0.7643
video077,37,carrot,27.5,29.5,2.0,7,0.5221
video077,42,cup,29.5,30.25,0.75,3,0.5593
video077,44,cup,30.75,30.75,0.0,1,0.3823
video078,1,person,0.0,12.0,12.0,29,0.5807
video078,2,laptop,0.0,23.75,23.75,96,0.7495
video078,3,microwave,0.0,0.0,0.0,1,0.3363
video078,5,mouse,1.0,1.0,0.0,1,0.4744
video078,7,person,1.75,3.0,1.25,3,0.4313
video078,12,person,4.0,9.25,5.25,5,0.4375
video078,13,refrigerator,4.0,4.0,0.0,1,0.3254
video078,15,person,4.75,12.0,7.25,27,0.7065
video078,23,laptop,7.75,7.75,0.0,1,0.337
video078,26,person,9.25,21.0,11.75,39,0.7184
video078,33,book,13.0,13.25,0.25,2,0.4481
video078,36,dining table,15.0,23.5,8.5,32,0.4469
video078,42,book,23.5,23.75,0.25,2,0.3633
video079,1,person,0.0,13.5,13.5,44,0.5736
video079,2,person,0.0,0.0,0.0,1,0.9006
video079,3,person,0.0,0.0,0.0,1,0.8642
video079,4,backpack,0.0,0.0,0.0,1,0.7544
video079,5,person,0.0,0.0,0.0,1,0.6996
video079,6,person,2.5,3.5,1.0,5,0.709
video079,7,car,2.5,13.5,11.0,45,0.7672
video079,8,car,2.5,13.5,11.0,45,0.7806
video079,9,person,2.5,12.5,10.0,41,0.7798
video079,10,person,2.5,13.5,11.0,45,0.7586
video079,12,person,2.5,3.25,0.75,4,0.7628
video079,13,car,2.5,13.5,11.0,44,0.4691
video079,34,car,3.5,6.0,2.5,6,0.3152
video079,50,person,4.5,12.5,8.0,33,0.7198
video079,55,person,5.5,8.5,3.0,8,0.3535
video079,57,person,5.5,7.75,2.25,10,0.4861
video079,58,person,5.75,7.25,1.5,6,0.6572
video079,71,person,7.75,11.0,3.25,3,0.5076
video079,80,car,8.5,9.25,0.75,4,0.3312
video079,85,person,8.75,10.5,1.75,4,0.3682
video079,88,person,9.0,13.5,4.5,17,0.4178
video079,108,person,11.5,13.25,1.75,7,0.3312
video079,111,person,11.75,13.5,1.75,8,0.5957
video079,114,person,11.75,12.0,0.25,2,0.3283
video079,120,person,12.0,13.5,1.5,7,0.5342
video079,139,boat,14.0,16.5,2.5,11,0.5309
video079,140,person,17.0,32.75,15.75,64,0.8846
video079,141,person,17.0,20.25,3.25,14,0.7504
video079,144,person,24.0,27.75,3.75,16,0.851
video079,147,person,28.75,30.75,2.0,6,0.5274
video079,153,person,31.25,32.75,1.5,7,0.9351
video080,1,person,0.0,32.75,32.75,107,0.8128
video080,2,person,0.0,2.5,2.5,11,0.9186
video080,3,book,0.0,0.5,0.5,3,0.3496
video080,4,cell phone,0.0,0.0,0.0,1,0.3124
video080,8,book,1.0,2.0,1.0,5,0.3681
video080,32,person,3.0,3.0,0.0,1,0.7448
video080,36,person,4.5,9.5,5.0,21,0.8295
video080,37,person,4.5,28.0,23.5,68,0.6519
video080,38,person,4.5,9.5,5.0,21,0.7716
video080,39,person,4.5,28.0,23.5,72,0.827
video080,40,book,4.5,9.5,5.0,21,0.3464
video080,41,book,4.5,9.5,5.0,21,0.2889
video080,42,person,5.0,9.5,4.5,17,0.468
video080,48,person,10.0,10.0,0.0,1,0.649
video080,66,person,12.75,20.25,7.5,16,0.4596
video080,70,cell phone,13.25,14.5,1.25,5,0.5958
video080,73,person,13.5,14.75,1.25,5,0.5895
video080,79,person,14.75,32.75,18.0,73,0.8462
video080,84,person,15.75,32.75,17.0,69,0.8507
video080,89,person,17.0,24.5,7.5,31,0.5623
video080,92,person,18.25,18.75,0.5,3,0.3573
video080,102,person,23.25,28.25,5.0,21,0.4634
video080,113,cell phone,28.75,29.25,0.5,3,0.8079
video080,114,person,29.0,29.0,0.0,1,0.6313
video080,124,cell phone,29.75,30.0,0.25,2,0.5292
video080,131,book,31.75,32.75,1.0,5,0.342
video080,134,cell phone,32.5,32.75,0.25,2,0.561
video081,1,person,0.0,23.75,23.75,55,0.8682
video081,2,person,0.0,23.75,23.75,55,0.8139
video081,3,laptop,0.0,14.5,14.5,37,0.513
video081,4,chair,0.0,13.5,13.5,36,0.5699
video081,5,backpack,0.0,6.5,6.5,27,0.2868
video081,6,chair,0.0,13.5,13.5,29,0.3495
video081,17,person,7.0,11.0,4.0,17,0.8714
video081,18,person,7.0,32.75,25.75,73,0.8523
video081,19,book,9.5,11.25,1.75,8,0.5731
video081,21,book,9.5,10.25,0.75,4,0.292
video081,25,book,9.75,10.0,0.25,2,0.3331
video081,32,book,10.5,10.75,0.25,2,0.305
video081,33,book,10.5,11.25,0.75,4,0.4199
video081,37,book,10.75,11.25,0.5,3,0.3512
video081,42,book,11.0,11.25,0.25,2,0.3414
video081,45,book,11.25,11.25,0.0,1,0.4439
video081,57,remote,13.5,23.75,10.25,11,0.3127
video081,59,person,14.0,14.25,0.25,2,0.4011
video081,60,book,14.0,14.25,0.25,2,0.3223
video081,64,chair,15.0,19.0,4.0,17,0.4893
video081,70,book,16.75,16.75,0.0,1,0.3101
video081,76,book,18.25,19.0,0.75,4,0.3002
video081,80,chair,19.5,23.75,4.25,18,0.521
video081,81,laptop,19.5,23.75,4.25,18,0.5431
video081,86,backpack,20.75,23.75,3.0,13,0.2845
video081,87,person,24.25,29.5,5.25,22,0.819
video081,88,book,24.25,29.5,5.25,22,0.5747
video081,89,book,24.25,29.5,5.25,22,0.3754
video081,93,book,24.25,29.5,5.25,12,0.3633
video081,96,book,24.5,28.0,3.5,15,0.3004
video081,100,book,24.75,27.5,2.75,8,0.4131
video081,101,book,24.75,26.25,1.5,7,0.3661
video081,104,book,24.75,25.75,1.0,5,0.2945
video081,141,book,27.25,29.5,2.25,10,0.3079
video081,143,book,27.5,29.5,2.0,9,0.3249
video081,146,book,27.75,28.0,0.25,2,0.326
video081,160,book,31.25,32.75,1.5,6,0.3075
video082,1,person,0.0,0.0,0.0,1,0.6635
video082,2,person,0.0,3.25,3.25,8,0.6898
video082,3,car,0.0,0.75,0.75,4,0.7759
video082,4,car,0.0,1.25,1.25,5,0.7527
video082,5,car,0.5,3.0,2.5,8,0.5917
video082,15,person,1.0,2.0,1.0,5,0.8926
video082,20,person,1.0,10.5,9.5,27,0.6883
video082,30,person,1.75,29.75,28.0,110,0.8491
video082,32,car,1.75,2.25,0.5,3,0.69
video082,48,car,2.25,7.75,5.5,3,0.4514
video082,49,car,2.25,16.25,14.0,24,0.5766
video082,51,bench,2.25,16.75,14.5,25,0.5396
video082,53,car,2.5,12.0,9.5,24,0.5793
video082,55,person,2.75,29.75,27.0,109,0.8892
video082,68,bench,4.0,13.25,9.25,20,0.5422
video082,70,car,4.25,4.75,0.5,3,0.766
video082,73,car,4.25,10.75,6.5,23,0.5287
video082,97,car,5.75,12.5,6.75,19,0.505
video082,111,bird,6.75,7.25,0.5,3,0.69
video082,125,car,8.75,17.0,8.25,32,0.6127
video082,126,bench,8.75,24.0,15.25,25,0.5294
video082,149,car,11.5,13.0,1.5,2,0.41
video082,151,car,11.5,12.25,0.75,4,0.5144
video082,166,car,12.25,15.75,3.5,8,0.4326
video082,167,car,12.5,12.5,0.0,1,0.4649
video082,169,car,12.5,12.5,0.0,1,0.4216
video082,175,person,13.0,14.75,1.75,8,0.5594
video082,176,car,13.0,15.75,2.75,2,0.4765
video082,189,car,14.75,16.25,1.5,3,0.5443
video082,198,car,15.25,16.5,1.25,4,0.509
video082,209,car,17.0,20.0,3.0,13,0.6056
video082,221,car,17.75,29.75,12.0,40,0.6009
video082,234,bench,18.75,20.25,1.5,5,0.3769
video082,245,car,19.5,24.75,5.25,6,0.4933
video082,265,car,21.0,29.5,8.5,33,0.5022
video082,270,motorcycle,21.5,26.75,5.25,17,0.6325
video082,273,car,21.5,21.5,0.0,1,0.3593
video082,276,person,21.75,26.75,5.0,18,0.5415
video082,281,car,22.75,29.75,7.0,23,0.6945
video082,283,car,22.75,23.0,0.25,2,0.4204
video082,323,person,28.0,29.0,1.0,5,0.5477
video082,326,motorcycle,28.25,29.25,1.0,5,0.5752
video083,1,person,0.0,3.0,3.0,13,0.9101
video083,2,chair,0.0,3.25,3.25,7,0.5186
video083,3,cake,0.0,1.25,1.25,6,0.5962
video083,26,person,5.25,11.5,6.25,22,0.6172
video083,28,chair,5.5,25.75,20.25,71,0.7209
video083,30,cup,5.75,7.5,1.75,4,0.338
video083,31,chair,5.75,16.5,10.75,15,0.5506
video083,40,chair,9.5,9.75,0.25,2,0.6426
video083,41,chair,9.5,9.5,0.0,1,0.4916
video083,70,person,12.0,12.25,0.25,2,0.4042
video083,79,couch,13.0,16.25,3.25,2,0.5544
video083,81,person,13.25,15.5,2.25,7,0.6156
video083,86,frisbee,13.75,18.25,4.5,4,0.6605
video083,90,microwave,14.0,19.0,5.0,12,0.5714
video083,92,person,14.5,15.0,0.5,3,0.6192
video083,98,oven,15.25,15.25,0.0,1,0.42
video083,118,bed,18.0,23.5,5.5,5,0.4929
video083,125,chair,18.75,19.0,0.25,2,0.5024
video083,137,chair,20.75,24.5,3.75,2,0.462
video083,173,tv,25.75,25.75,0.0,1,0.4265
video084,1,person,0.0,3.75,3.75,15,0.6556
video084,2,cup,0.0,1.0,1.0,5,0.7179
video084,3,person,0.0,0.0,0.0,1,0.6817
video084,8,person,1.0,4.75,3.75,5,0.746
video084,11,cup,1.5,14.75,13.25,32,0.7753
video084,16,person,2.5,9.5,7.0,5,0.742
video084,22,person,5.25,6.75,1.5,2,0.7364
video085,1,person,0.0,5.5,5.5,12,0.7314
video085,2,person,0.0,10.0,10.0,27,0.7178
video085,3,surfboard,0.0,0.0,0.0,1,0.2812
video085,16,umbrella,2.0,21.25,19.25,22,0.5937
video085,36,person,8.5,22.5,14.0,50,0.6581
video085,43,person,10.75,12.75,2.0,4,0.6155
video085,67,banana,19.25,29.75,10.5,20,0.7448
video085,76,frisbee,20.5,21.0,0.5,2,0.5621
video085,81,person,21.75,24.25,2.5,3,0.6172
video085,86,person,25.0,26.5,1.5,5,0.5681
video085,99,surfboard,28.0,29.75,1.75,6,0.7459
video085,105,boat,29.75,29.75,0.0,1,0.3461
video086,1,person,0.0,0.5,0.5,3,0.9009
video086,2,cup,0.0,0.75,0.75,2,0.5866
video086,6,person,1.25,10.75,9.5,29,0.7549
video086,9,person,2.5,2.5,0.0,1,0.8848
video086,18,person,8.75,24.0,15.25,41,0.6113
video086,24,bottle,11.25,12.75,1.5,2,0.5599
video086,36,person,18.75,32.25,13.5,31,0.6719
video086,40,person,21.5,24.75,3.25,10,0.8175
video086,49,dining table,23.5,23.75,0.25,2,0.4495
video086,59,chair,24.75,33.0,8.25,3,0.6254
video086,79,book,31.0,35.75,4.75,18,0.7518
video086,88,person,35.0,35.25,0.25,2,0.4247
video087,1,person,0.0,0.0,0.0,1,0.8133
video087,2,person,0.0,2.0,2.0,9,0.7743
video087,3,person,0.0,31.75,31.75,128,0.8066
video087,9,couch,1.25,1.5,0.25,2,0.4276
video087,20,person,3.5,7.0,3.5,15,0.7325
video087,29,refrigerator,9.5,9.5,0.0,1,0.4524
video087,40,toothbrush,31.0,31.5,0.5,2,0.5799
video088,1,person,0.0,41.5,41.5,167,0.9203
video088,12,book,16.5,16.75,0.25,2,0.51
video089,1,person,0.0,25.25,25.25,102,0.8163
video089,2,person,0.0,25.25,25.25,101,0.7307
video089,3,person,0.0,25.25,25.25,99,0.6648
video089,4,tie,0.0,0.25,0.25,2,0.3497
video089,5,tie,0.0,6.5,6.5,14,0.3882
video089,8,chair,1.25,7.75,6.5,10,0.2975
video089,21,tie,6.5,10.75,4.25,8,0.6021
video089,36,tie,10.5,12.5,2.0,5,0.4481
video089,38,tie,11.25,31.75,20.5,76,0.729
video089,48,tie,13.75,24.5,10.75,31,0.3236
video089,55,chair,14.75,31.75,17.0,41,0.6719
video089,63,tie,16.5,22.5,6.0,25,0.5238
video089,64,person,16.5,31.75,15.25,29,0.759
video089,65,person,16.75,25.25,8.5,14,0.316
video089,74,person,21.25,22.0,0.75,4,0.6581
